AAPL,AMGN,AXP,BA,CAT,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,RTX,TRV,UNH,V,VZ,WBA,WMT
171.47035217285156,268.0004577636719,223.4823455810547,188.8500061035156,352.7965393066406,48.257022857666016,148.24588012695312,114.8290786743164,54.34585189819336,398.0392761230469,380.81097412109375,196.5614013671875,184.6309509277344,42.13053131103516,150.40487670898438,192.2257080078125,58.73336791992188,275.9198608398437,87.29259490966797,120.2849578857422,425.4915466308594,92.14043426513672,157.76730346679688,93.48957824707033,220.54151916503903,482.3560791015625,281.162353515625,37.81611251831055,19.239656448364254,60.18861389160156
170.0470733642578,272.512939453125,223.55154418945312,191.41000366210935,350.6686096191406,48.16008758544922,149.98081970214844,118.28772735595705,54.07261657714844,396.1998596191406,374.2052001953125,194.35812377929688,182.6476593017578,41.39817428588867,150.39520263671875,190.4659576416016,58.64598083496094,272.0050354003906,85.7066421508789,121.70291900634766,419.6560363769531,92.0324478149414,156.33270263671875,93.57764434814452,221.6027069091797,478.2320251464844,279.1275634765625,38.28447723388672,19.28639793395996,59.89197540283203
168.9124298095703,273.434814453125,221.998779296875,187.5,351.10211181640625,48.0340576171875,148.83058166503906,118.85260009765624,53.77111053466797,397.4130859375,370.7120666503906,196.8258056640625,182.3670959472656,41.5565185546875,150.9281005859375,191.3556060791016,58.78191757202149,272.0050354003906,83.89996337890625,121.90686798095705,418.4552001953125,90.88388061523438,156.6840362548828,93.9984130859375,221.40621948242188,484.5608215332031,278.5220947265625,38.265743255615234,19.17421531677246,59.832645416259766
172.49551391601562,277.830810546875,225.2527008056641,191.9499969482422,359.2395324707031,48.24733352661133,149.86578369140625,119.89317321777344,54.779258728027344,406.2872924804688,376.5274658203125,200.8700256347656,184.5922698974609,43.318145751953125,153.050048828125,195.06089782714844,59.25768280029297,275.32427978515625,85.50227355957031,127.95755004882812,418.2369079589844,92.40547943115234,158.69442749023438,95.35858917236328,224.84527587890625,485.3383483886719,276.9537353515625,38.91209411621094,19.6510009765625,60.0402946472168
170.67410278320312,275.9093933105469,225.193359375,192.9900054931641,360.99310302734375,48.38304901123047,151.1981658935547,121.26077270507812,54.58139801025391,408.6746215820313,374.2929992675781,200.98753356933597,184.7470550537109,43.714012145996094,153.2728729248047,195.82347106933597,59.40332794189453,275.2559814453125,86.71217346191406,128.15179443359375,417.53228759765625,92.25823211669922,158.3430938720703,95.43687438964844,226.13243103027344,486.9131774902344,277.0133056640625,39.30552673339844,20.27736473083496,59.49645233154297
169.2309112548828,274.66729736328125,225.11422729492188,189.5,358.343017578125,48.50906753540039,152.48257446289062,120.43822479248048,54.89231491088867,404.5848693847656,359.1007995605469,197.8148193359375,183.65382385253903,44.06040191650391,152.8756103515625,194.49386596679688,58.917850494384766,273.56707763671875,91.92611694335938,127.2194366455078,421.3531188964844,90.86424255371094,156.7133026123047,95.66193389892578,224.1869201660156,481.9918823242188,276.21923828125,39.605281829833984,18.267391204833984,59.32835388183594
168.04649353027344,268.0392761230469,223.0570373535156,188.0399932861328,359.4168395996094,47.849876403808594,153.15354919433594,121.71663665771484,55.8627815246582,401.2973937988281,354.1928405761719,196.07179260253903,182.73472595214844,43.48638534545898,152.82717895507812,194.4156646728516,58.40324401855469,271.1459350585937,90.77239990234376,126.59784698486328,418.246826171875,89.28374481201172,156.70355224609375,96.43498992919922,223.88232421875,450.9286804199219,276.3780517578125,39.84883117675781,17.500795364379883,58.49775695800781
168.85269165039062,266.30224609375,224.1450042724609,184.9199981689453,370.2142333984375,47.63486099243164,153.7861785888672,117.91114044189452,56.52232360839844,405.0642700195313,351.16802978515625,193.8587188720703,184.6890106201172,39.91366195678711,149.4650421142578,193.8681640625,58.09253692626953,268.9981689453125,91.1146011352539,126.16079711914062,417.2643432617188,88.67510223388672,152.38995361328125,95.4564437866211,225.0712432861328,452.5034790039063,274.90899658203125,40.12985610961914,17.295124053955078,58.76473236083984
168.026611328125,260.15948486328125,217.8550720214844,183.2899932861328,364.3032836914063,47.01914978027344,154.0258026123047,116.0381088256836,56.39983749389648,397.4815673828125,349.0018920898437,191.9785919189453,181.82530212402344,39.31985092163086,147.75975036621094,192.3931427001953,57.57792282104492,263.67755126953125,88.52362060546875,123.98529052734376,414.7138366699219,87.43817901611328,151.7068328857422,97.1786651611328,224.52099609375,448.2120971679688,271.970947265625,39.7645263671875,17.743864059448242,58.83395004272461
168.78302001953125,261.9644775390625,220.702392578125,183.13999938964844,373.6721496582031,47.44916915893555,154.8980712890625,117.3165283203125,56.23965835571289,399.2622985839844,349.1872863769531,193.0557403564453,182.98626708984372,38.31038284301758,147.65316772460938,194.1631774902344,57.78182220458984,260.3582763671875,89.0027084350586,124.30577850341795,422.2959289550781,87.21240234375,152.3411865234375,99.50759887695312,226.8694000244141,448.5664367675781,275.08770751953125,39.45540618896485,17.884090423583984,59.18003082275391
